"userID","difficulty","orden","time","shoots","evens_killed","odds_killed","speed","self_killed","moving_time"
"23052025161759","Exponencial","3","16:30:12","7","2","5","1.5","2","8.8598"
"23052025161759","Exponencial","3","16:30:32","14","4","11","1.5","3","12.6398"
"23052025161759","Exponencial","3","16:30:52","20","5","16","1.5","3","17.3798"
"23052025161759","Exponencial","3","16:31:12","26","5","20","1.5","3","24.8198"
"23052025161759","Exponencial","3","16:31:32","34","7","27","1.5","4","27.2599"
"23052025161759","Exponencial","3","16:31:52","44","9","34","1.5","4","42.1799"
"23052025161759","Exponencial","3","16:32:12","55","11","40","1.5","4","45.4598"
"23052025161759","Exponencial","3","16:32:32","64","11","48","1.5","4","49.8597"
"23052025175157","Exponencial","2","17:59:13","10","0","5","2.25","0","3.12"
"23052025175157","Exponencial","2","17:59:33","18","1","12","2.25","0","7.48004"
"23052025175157","Exponencial","2","17:59:53","30","2","22","2.25","1","11.78"
"23052025175157","Exponencial","2","18:00:13","38","2","30","3.375","1","17.2"
"23052025175157","Exponencial","2","18:00:33","49","4","37","5.0625","2","21.64"
"23052025175157","Exponencial","2","18:00:53","63","5","47","5.0625","2","27.8601"
"23052025175157","Exponencial","2","18:01:13","73","5","55","7.59375","2","36.0201"
"23052025175157","Exponencial","2","18:01:33","81","5","62","11.3906","2","40.9801"
"23052025175157","Exponencial","2","18:01:53","89","6","68","11.3906","3","48.96"
"23052025191751","Exponencial","3","19:31:14","6","0","6","2.25","0","4.46002"
"23052025191751","Exponencial","3","19:31:34","13","0","13","2.25","0","8.58008"
"23052025191751","Exponencial","3","19:31:54","21","0","21","2.25","0","13.0599"
"23052025191751","Exponencial","3","19:32:14","26","0","26","3.375","0","15.5797"
"23052025191751","Exponencial","3","19:32:34","40","0","38","3.375","0","21.4597"
"23052025191751","Exponencial","3","19:32:54","54","1","49","5.0625","0","26.5597"
"23052025191751","Exponencial","3","19:33:14","63","1","58","7.59375","0","33.0197"
"23052025191751","Exponencial","3","19:33:34","70","2","65","11.3906","1","42.0196"
"23052025191751","Exponencial","3","19:33:54","77","3","71","11.3906","1","50.4196"
"23052025213012","Exponencial","1","21:31:01","3","0","2","2.25","0","5.48"
"23052025213012","Exponencial","1","21:31:21","10","0","9","1.5","0","10.68"
"23052025213012","Exponencial","1","21:31:41","14","3","12","1.5","3","14.56"
"23052025213012","Exponencial","1","21:32:01","22","4","19","1.5","3","23.52"
"23052025213012","Exponencial","1","21:32:21","28","4","24","1.5","3","29.18"
"23052025213012","Exponencial","1","21:32:41","39","4","32","1.5","3","34.08"
"23052025213012","Exponencial","1","21:33:01","46","6","37","2.25","4","41.18"
"23052025213012","Exponencial","1","21:33:21","54","9","44","2.25","6","48.6199"
"23052025213012","Exponencial","1","21:33:41","58","10","48","2.25","7","59.2199"
"23052025220159","Lineal","1","22:02:28","3","1","1","2","0","7.03999"
"23052025220159","Lineal","1","22:02:48","6","1","5","1","0","8.33999"
"23052025220159","Lineal","1","22:03:08","12","1","11","1","0","14.2"
"23052025220159","Lineal","1","22:03:28","14","1","13","1","0","17.72"
"23052025220159","Lineal","1","22:03:48","15","1","14","1","0","18.6"
"23052025220159","Lineal","1","22:04:08","19","2","17","1","0","24.04"
"23052025220159","Lineal","1","22:04:28","22","2","19","1","0","29.38"
"23052025220159","Lineal","1","22:04:48","24","4","21","1","2","30.26"
"23052025220159","Lineal","1","22:05:08","30","4","26","1","2","33.42"
"23052025233132","Lineal","3","23:43:42","6","2","4","2","0","3.72003"
"23052025233132","Lineal","3","23:44:02","12","4","9","2","2","7.94"
"23052025233132","Lineal","3","23:44:22","16","4","14","2","2","14.7401"
"23052025233132","Lineal","3","23:44:42","19","5","17","2","3","20.8801"
"23052025233132","Lineal","3","23:45:02","26","7","23","2","4","29.1001"
"23052025233132","Lineal","3","23:45:22","37","9","29","2","4","36.2601"
"23052025233132","Lineal","3","23:45:42","44","11","33","2","5","39.48"
"23052025233132","Lineal","3","23:46:02","48","12","37","2","6","44.1199"
"23052025233132","Lineal","3","23:46:22","53","12","41","2","6","51.9597"
"24052025102123","Exponencial","1","10:22:22","32","5","7","2.25","0","4.14"
"24052025102123","Exponencial","1","10:22:42","56","15","10","2.25","0","8.74"
"24052025102123","Exponencial","1","10:23:02","60","18","11","2.25","2","16.3"
"24052025102123","Exponencial","1","10:23:22","66","18","17","1.5","2","19.58"
"24052025102123","Exponencial","1","10:23:42","72","19","21","1.5","3","22.5001"
"24052025102123","Exponencial","1","10:24:02","76","19","24","1.5","3","24.9801"
"24052025102123","Exponencial","1","10:24:22","78","19","27","1.5","3","27.0401"
"24052025102123","Exponencial","1","10:24:42","84","20","31","1.5","3","31.88"
"24052025102123","Exponencial","1","10:25:02","92","20","39","1.5","3","44.64"
"24052025122041","Lineal","2","12:26:58","26","3","8","2","0","7.87991"
"24052025122041","Lineal","2","12:27:18","30","5","10","3","0","11.5999"
"24052025122041","Lineal","2","12:27:38","35","6","16","2","1","16.4598"
"24052025122041","Lineal","2","12:27:58","46","9","23","2","2","29.2998"
"24052025122041","Lineal","2","12:28:18","50","9","28","2","2","36.9998"
"24052025122041","Lineal","2","12:28:38","63","11","37","2","2","42.6398"
"24052025122041","Lineal","2","12:28:58","75","11","49","3","2","52.1998"
"24052025122041","Lineal","2","12:29:18","83","12","56","4","2","59.7397"
"24052025122041","Lineal","2","12:29:38","94","13","65","4","2","68.0796"
"24052025175320","Exponencial","3","18:04:53","7","0","7","2.25","0","5.70001"
"24052025175320","Exponencial","3","18:05:13","11","0","11","2.25","0","10.7599"
"24052025175320","Exponencial","3","18:05:33","16","0","16","2.25","0","15.0596"
"24052025175320","Exponencial","3","18:05:53","27","0","25","2.25","0","19.7995"
"24052025175320","Exponencial","3","18:06:13","30","1","28","3.375","1","23.0394"
"24052025175320","Exponencial","3","18:06:33","37","2","33","3.375","2","31.0794"
"24052025175320","Exponencial","3","18:06:53","42","2","39","3.375","2","36.7394"
"24052025175320","Exponencial","3","18:07:13","58","3","48","3.375","3","48.1392"
"24052025175320","Exponencial","3","18:07:33","66","5","54","5.0625","4","51.8795"
"25052025120744","Exponencial","1","12:08:25","16","0","7","2.25","0","73.54"
"25052025120744","Exponencial","1","12:08:45","22","2","11","2.25","0","83.6"
"25052025120744","Exponencial","1","12:09:05","29","3","16","2.25","0","94.1"
"25052025120744","Exponencial","1","12:09:25","35","3","21","2.25","0","108.84"
"25052025120744","Exponencial","1","12:09:45","44","4","27","2.25","0","135.56"
"25052025120744","Exponencial","1","12:10:05","54","6","34","2.25","0","149.34"
"25052025120744","Exponencial","1","12:10:25","60","7","38","2.25","0","155"
"25052025120744","Exponencial","1","12:10:45","67","8","44","2.25","0","168.6"
"25052025120744","Exponencial","1","12:11:05","72","9","48","2.25","0","186.82"
"25052025132617","Exponencial","2","13:33:03","6","0","6","2.25","0","2.03995"
"25052025132617","Exponencial","2","13:33:23","13","2","12","2.25","2","9.11987"
"25052025132617","Exponencial","2","13:33:43","18","2","15","2.25","2","11.6399"
"25052025132617","Exponencial","2","13:34:03","27","2","24","2.25","2","15.1999"
"25052025132617","Exponencial","2","13:34:23","32","2","30","3.375","2","19.1999"
"25052025132617","Exponencial","2","13:34:43","39","2","36","3.375","2","30.5599"
"25052025132617","Exponencial","2","13:35:03","46","6","41","3.375","5","33.6599"
"25052025132617","Exponencial","2","13:35:23","49","8","44","3.375","7","40.3999"
"25052025132617","Exponencial","2","13:35:43","59","11","51","3.375","8","46.0999"
"25052025173139","Exponencial","1","17:32:41","12","0","5","2.25","0","4.06"
"25052025173139","Exponencial","1","17:33:01","17","0","9","2.25","0","10.72"
"25052025173139","Exponencial","1","17:33:21","21","0","12","2.25","0","14.28"
"25052025173139","Exponencial","1","17:33:41","32","0","22","2.25","0","20.22"
"25052025173139","Exponencial","1","17:34:01","40","0","29","3.375","0","23.94"
"25052025173139","Exponencial","1","17:34:21","46","1","34","3.375","1","32.18"
"25052025173139","Exponencial","1","17:34:41","56","2","41","3.375","2","44.12"
"25052025213433","Lineal","3","21:45:19","3","1","1","2","0","1.85999"
"25052025213433","Lineal","3","21:45:39","11","1","9","1","0","9.15994"
"25052025213433","Lineal","3","21:45:59","15","1","13","2","0","11.3"
"25052025213433","Lineal","3","21:46:19","27","1","24","2","0","18.0399"
"25052025213433","Lineal","3","21:46:39","33","1","30","3","0","36.5798"
"25052025213433","Lineal","3","21:46:59","39","2","35","3","1","41.7599"
"25052025213433","Lineal","3","21:47:19","50","3","46","3","1","46.1598"
"25052025213433","Lineal","3","21:47:39","58","4","53","4","2","52.4198"
"25052025213433","Lineal","3","21:47:59","66","4","61","4","2","61.4397"
"26052025151631","Lineal","1","15:17:18","21","8","4","2","0","12.78"
"26052025151631","Lineal","1","15:17:38","68","14","15","2","0","20.7"
"26052025151631","Lineal","1","15:17:58","108","22","28","3","0","32.86"
"26052025151631","Lineal","1","15:18:18","169","30","38","4","0","41.32"
"26052025151631","Lineal","1","15:18:38","229","38","49","5","0","51.44"
"26052025151631","Lineal","1","15:18:58","295","49","58","6","0","60.8"
"26052025151631","Lineal","1","15:19:18","359","57","70","7","0","68.1999"
"26052025151631","Lineal","1","15:19:38","431","67","77","8","0","80.6399"
"26052025151631","Lineal","1","15:19:58","493","76","86","8","1","87.8798"
"26052025202402","Lineal","2","20:29:27","0","0","0","2","0","0"
"26052025202402","Lineal","2","20:29:47","0","2","0","1","2","0"
"27052025142840","Lineal","2","14:37:56","11","1","9","2","0","4.60001"
"27052025142840","Lineal","2","14:38:16","19","4","12","3","0","6.57999"
"27052025142840","Lineal","2","14:38:36","35","8","14","3","0","8.53995"
"27052025142840","Lineal","2","14:38:56","50","13","17","2","0","10.38"
"27052025142840","Lineal","2","14:39:16","59","14","19","2","0","11"
"27052025142840","Lineal","2","14:39:36","86","19","23","1","0","14.92"
"27052025142840","Lineal","2","14:39:56","166","31","35","1","0","29.2401"
"27052025142840","Lineal","2","14:40:16","232","36","48","2","0","43.3"
"27052025142840","Lineal","2","14:40:36","292","45","58","3","0","54.7201"
"28052025193401","Exponencial","1","19:35:16","44","5","4","2.25","0","51.18"
"28052025193401","Exponencial","1","19:35:36","58","10","9","2.25","0","56.1599"
"28052025193401","Exponencial","1","19:35:56","77","10","17","2.25","0","62.4999"
"28052025193401","Exponencial","1","19:36:16","90","14","22","3.375","1","68.2"
"28052025193401","Exponencial","1","19:36:36","107","15","27","3.375","1","73.3599"
"28052025193401","Exponencial","1","19:36:56","121","18","31","3.375","2","85.8999"
"28052025193401","Exponencial","1","19:37:16","141","22","38","3.375","2","94.3599"
"28052025193401","Exponencial","1","19:37:36","155","23","43","3.375","2","98.3399"
"30052025181056","Lineal","3","18:22:23","9","3","4","2","0","5.81995"
"30052025181056","Lineal","3","18:22:43","17","4","11","2","0","12.5"
"30052025181056","Lineal","3","18:23:03","24","4","18","2","0","16.92"
"30052025181056","Lineal","3","18:23:23","33","5","26","2","1","30.68"
"30052025181056","Lineal","3","18:23:43","42","5","34","3","1","40.5801"
"30052025181056","Lineal","3","18:24:03","50","5","43","4","1","47.5"
"30052025181056","Lineal","3","18:24:23","64","11","51","5","4","58.7198"
"30052025181056","Lineal","3","18:24:43","78","11","62","6","4","64.0799"
"30052025181056","Lineal","3","18:25:03","89","12","69","7","4","72.68"
